ProcessId,ProcessName,ProcessAgeSeconds,ProcessImageEntropy,SessionId,IsElevated,FirstSeenTime,LastSeenTime,OperationDurationSec,ProcessCreateTime,TotalOperationCount,CreateOperationCount,ModifyOperationCount,DeleteOperationCount,QueryOperationCount,UniqueKeysAccessed,AutorunKeysAccessed,SecurityKeysAccessed,FileAssocKeysAccessed,NetworkingKeysAccessed,ServicesKeysAccessed,SensitiveKeysAccessed,ProcessHijackKeysAccessed,DllHijackKeysAccessed,ComObjectKeysAccessed,OperationBurstCount,MaxOperationsPerBurst,BurstIntervalMs,OperationDensityPerMin,TimingVariance,RemoteOperationCount,FileExtensionModificationCount,SecuritySettingModificationCount,WritesToReadsRatio,RegistryKeyDepthMax,RegistryValueEntropyAvg,ComRegistryModifications,CriticalSystemKeyModifications,Cluster
9048,\Device\HarddiskVolume4\Users\fwisk\AppData\Local\Microsoft\OneDrive\OneDrive.exe,117,266,0,1,1746013829,1746014099,270,1746013829,412,0,2,0,410,412,0,0,283,0,0,0,0,0,0,3,19305,805205883,205,0,0,0,0,0,8,453,0,0,2
5076,\Device\HarddiskVolume4\Users\fwisk\AppData\Local\Microsoft\OneDrive\25.065.0406.0002\FileCoAuth.exe,0,289,0,1,1746013832,1746013832,0,1746013832,928,0,0,0,928,928,0,0,101,0,0,26,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,2
9072,\Device\HarddiskVolume4\Windows\System32\rundll32.exe,0,283,0,1,1746013832,1746013833,0,1746013832,65,0,1,0,64,65,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
8336,\Device\HarddiskVolume4\Windows\System32\dllhost.exe,0,281,0,1,1746013837,1746013843,6,1746013837,434,0,0,0,434,434,0,0,297,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,2
8892,\Device\HarddiskVolume4\Windows\System32\taskhostw.exe,0,276,0,1,1746013843,1746013845,1,1746013843,183,6,13,0,164,183,0,0,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,499,0,0,2
8388,\Device\HarddiskVolume4\Windows\System32\wbem\WMIADAP.exe,35,281,0,1,1746013847,1746013882,35,1746013847,4366,3,24,19,4320,4366,0,0,210,0,0,0,0,0,6,0,0,0,7371,0,0,0,0,0,10,250,0,0,2
6456,\Device\HarddiskVolume4\Windows\System32\wbem\WmiPrvSE.exe,0,291,0,1,1746013847,1746013847,0,1746013847,698,19,16,5,658,697,0,0,395,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,347,0,0,2
6996,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013859,1746013884,25,1746013859,72,1,1,0,70,71,0,0,0,0,0,0,0,0,3,1,239,4294941940,0,0,0,0,0,0,9,250,0,0,2
1380,\Device\HarddiskVolume4\Windows\System32\svchost.exe,0,281,0,1,1746013893,1746014202,308,1746013893,10,0,1,0,9,10,0,0,0,0,0,0,0,0,0,1,1367,4294660600,0,0,0,0,0,0,9,0,0,0,2
1536,\Device\HarddiskVolume4\Windows\System32\cmd.exe,250,235,0,1,1746013894,1746014234,339,1746013894,942,8,2,0,932,942,0,0,39,0,0,0,52,0,5,3,22135,805259455,216,0,0,0,0,1,12,258,0,0,0
952,\Device\HarddiskVolume4\Windows\System32\calc.exe,0,225,0,1,1746013894,1746013895,0,1746013894,2040,6,3,0,2031,2039,0,0,407,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15,163,0,0,2
8536,\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.WindowsCalculator_11.2502.2.0_x64__8wekyb3d8bbwe\CalculatorApp.exe,1,326,0,1,1746013894,1746013896,1,1746013894,8431,7,2,0,8422,8431,0,0,632,0,0,0,0,0,8,0,0,0,504000,0,0,0,0,0,13,314,0,0,2
3092,\Device\HarddiskVolume4\Windows\System32\spoolsv.exe,0,272,0,1,1746013895,1746013895,0,1746013895,9,0,3,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2
2044,\Device\HarddiskVolume4\Windows\System32\svchost.exe,0,281,0,1,1746013896,1746013896,0,1746013896,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2
1544,\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe,0,320,0,1,1746013896,1746013924,28,1746013896,1276,0,1,0,1275,1276,0,0,406,0,0,0,34,0,9,1,2255,4294939486,0,0,0,0,0,0,13,250,0,0,2
3628,\Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MpDefenderCoreService.exe,0,296,0,1,1746013898,1746014211,313,1746013898,24,0,0,0,24,24,0,8,0,0,0,0,0,0,0,2,8430,1073634903,0,0,0,0,0,0,8,0,0,0,2
6896,\Device\HarddiskVolume4\Users\fwisk\AppData\Local\Programs\Python\Python313\python.exe,0,290,0,1,1746013903,1746013904,1,1746013903,70,0,0,0,70,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,2
7552,\Device\HarddiskVolume4\Windows\System32\svchost.exe,82,281,0,1,1746013903,1746014222,318,1746013903,392,0,1,0,391,392,0,0,100,0,0,0,0,0,0,4,3483,603938844,219,0,0,0,0,0,9,0,0,0,2
2152,\Device\HarddiskVolume4\Windows\System32\svchost.exe,0,281,0,1,1746013903,1746013903,0,1746013903,93,1,0,0,92,92,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2
576,\Device\HarddiskVolume4\Windows\System32\svchost.exe,0,281,0,1,1746013903,1746013990,87,1746013903,99,0,0,0,99,99,0,0,16,0,0,0,0,0,0,1,1362,4294880070,0,0,0,0,0,0,8,0,0,0,2
6940,\Device\HarddiskVolume4\Users\fwisk\AppData\Local\Programs\Python\Python313\Scripts\pip.exe,0,221,0,1,1746013908,1746013962,54,1746013908,48,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2
6324,\Device\HarddiskVolume4\Users\fwisk\AppData\Local\Programs\Python\Python313\python.exe,5,290,0,1,1746013908,1746013962,54,1746013908,888,4,0,0,884,888,0,0,356,0,0,0,0,0,9,1,36,4294919880,9600,0,0,0,0,0,10,0,0,0,2
5920,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013910,1746013910,0,1746013910,167,25,6,0,136,142,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,10,147,0,0,2
6760,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013910,1746013953,43,1746013910,17,4,1,0,12,13,0,0,0,0,0,0,0,0,0,2,3715,1073727491,0,0,0,0,0,0,9,250,0,0,2
6780,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013910,1746013953,43,1746013910,58,0,1,0,57,58,0,0,0,0,0,0,0,0,2,1,1101,4294936432,0,0,0,0,0,0,9,250,0,0,2
8564,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013910,1746013936,25,1746013910,72,1,1,0,70,71,0,0,0,0,0,0,0,0,3,1,4696,4294943371,0,0,0,0,0,0,9,250,0,0,2
5384,\Device\HarddiskVolume4\Windows\System32\svchost.exe,15,281,0,1,1746013910,1746013957,46,1746013910,133,0,1,0,132,133,0,0,60,0,0,0,0,0,0,1,323,4294954038,400,0,0,0,0,1,9,420,0,0,2
6384,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013910,1746013953,42,1746013910,72,1,1,0,70,71,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
8300,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013912,1746013953,41,1746013912,78,1,1,0,76,77,0,0,0,0,0,0,0,0,3,1,811,4294925736,0,0,0,0,0,0,9,250,0,0,2
9136,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013912,1746013950,38,1746013912,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,1,322,4294930192,0,0,0,0,0,0,9,233,0,0,2
8864,\Device\HarddiskVolume4\Windows\System32\wbem\WmiPrvSE.exe,56,291,0,1,1746013912,1746014052,139,1746013912,912,40,5,4,863,886,0,0,449,0,0,0,0,0,6,2,281,1073689696,964,0,0,0,0,5,8,333,0,0,2
4704,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013914,1746013953,39,1746013914,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
2584,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013914,1746013953,38,1746013914,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,1,759,4294929301,0,0,0,0,0,0,9,241,0,0,2
9284,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013916,1746013952,35,1746013916,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
9312,\Device\HarddiskVolume4\Windows\System32\backgroundTaskHost.exe,0,327,0,1,1746013916,1746013917,0,1746013916,1422,14,0,0,1408,1420,0,0,423,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,12,0,0,0,2
9252,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\EdgeWebView\Application\135.0.3179.98\msedgewebview2.exe,162,294,0,1,1746013916,1746014079,162,1746013916,9642,237,19,0,9386,9543,0,0,2683,0,0,48,0,0,12,1,3118,4294879047,3555,0,0,0,0,2,15,179,0,0,2
9376,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\EdgeWebView\Application\135.0.3179.98\msedgewebview2.exe,0,294,0,1,1746013916,1746013916,0,1746013916,75,0,0,0,75,75,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,2
9536,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013917,1746013918,1,1746013917,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,241,0,0,2
9740,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013918,1746013926,8,1746013918,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
9800,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\EdgeWebView\Application\135.0.3179.98\msedgewebview2.exe,0,294,0,1,1746013918,1746013920,1,1746013918,547,1,0,0,546,546,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,2
9888,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\EdgeWebView\Application\135.0.3179.98\msedgewebview2.exe,0,294,0,1,1746013918,1746013954,35,1746013918,856,44,0,0,812,826,0,0,224,0,0,0,0,0,8,1,284,4294932093,0,0,0,0,0,5,10,0,0,0,2
9972,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\EdgeWebView\Application\135.0.3179.98\msedgewebview2.exe,0,294,0,1,1746013918,1746013918,0,1746013918,68,1,0,0,67,67,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,2
10144,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013919,1746013952,33,1746013919,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,1,5337,4294936385,0,0,0,0,0,0,9,250,0,0,2
10156,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\EdgeWebView\Application\135.0.3179.98\msedgewebview2.exe,0,294,0,1,1746013919,1746013919,0,1746013919,79,1,0,0,78,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,2
9360,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013921,1746013952,31,1746013921,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,241,0,0,2
3036,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013921,1746013928,7,1746013921,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,241,0,0,2
9544,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,25,260,0,1,1746013921,1746013953,31,1746013921,1065,1,1,0,1063,1064,0,0,237,0,0,0,0,0,5,1,990,4294953902,2400,0,0,0,0,0,11,250,0,0,2
10584,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013924,1746013953,28,1746013924,78,1,1,0,76,77,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
10692,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013925,1746013928,2,1746013925,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
10720,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013925,1746013950,24,1746013925,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,1,215,4294943278,0,0,0,0,0,0,9,250,0,0,2
10904,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013926,1746013953,26,1746013926,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,1,181,4294941322,0,0,0,0,0,0,9,250,0,0,2
11060,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013927,1746013938,10,1746013927,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
5520,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013933,1746013941,7,1746013933,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
9552,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013938,1746013944,6,1746013938,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
3100,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013940,1746013944,4,1746013940,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
11376,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013942,1746013953,10,1746013942,72,1,1,0,70,71,0,0,0,0,0,0,0,0,3,1,566,4294957326,0,0,0,0,0,0,9,250,0,0,2
11400,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013942,1746013952,10,1746013942,81,1,1,0,79,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
11464,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013943,1746013946,3,1746013943,72,1,1,0,70,71,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
11496,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013943,1746013943,0,1746013943,78,1,1,0,76,77,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
11656,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,1,260,0,1,1746013946,1746013948,1,1746013946,7433,12,9,0,7412,7428,0,34,1771,0,0,0,0,0,7,0,0,0,444000,0,0,0,0,0,13,148,0,0,2
11784,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,1,260,0,1,1746013950,1746013953,3,1746013950,844,1,1,0,842,843,0,0,504,0,0,0,0,0,9,0,0,0,48000,0,0,0,0,0,9,250,0,0,2
11848,\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe,1,320,0,1,1746013950,1746014011,61,1746013950,4717,1,15,0,4701,4717,0,0,1300,0,0,0,34,0,8,0,0,0,282000,0,0,0,0,0,12,116,0,0,2
11912,\Device\HarddiskVolume4\Windows\System32\SearchProtocolHost.exe,0,304,0,1,1746013951,1746014117,166,1746013951,743,0,0,0,743,743,0,0,494,0,0,0,0,0,7,1,36,4294801208,0,0,0,0,0,0,9,0,0,0,2
12028,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,125,260,0,1,1746013953,1746014222,268,1746013953,20090,253,86,2,19749,20029,0,1,5892,0,0,52,0,0,12,3,58641,805283560,9600,0,0,0,0,1,15,268,0,0,0
12072,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013954,1746013954,0,1746013954,79,0,0,0,79,79,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,2
12264,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013955,1746013959,4,1746013955,539,1,0,0,538,538,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,2
8772,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\135.0.3179.98\elevation_service.exe,0,297,0,1,1746013955,1746013955,0,1746013955,179,0,0,0,179,179,0,0,53,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,2
12276,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013955,1746014043,87,1746013955,817,32,0,0,785,793,0,0,224,0,0,0,0,0,8,2,10156,1073703693,0,0,0,0,0,4,10,0,0,0,2
7484,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013955,1746013955,0,1746013955,70,1,0,0,69,69,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,2
5540,\Device\HarddiskVolume4\Windows\System32\backgroundTaskHost.exe,0,327,0,1,1746013956,1746013956,0,1746013956,1512,17,0,0,1495,1510,0,0,427,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,12,0,0,0,2
8380,\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe,0,320,0,1,1746013956,1746014011,55,1746013956,263,0,0,0,263,263,0,0,49,0,0,8,34,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,2
11200,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\135.0.3179.98\identity_helper.exe,0,300,0,1,1746013956,1746013969,12,1746013956,7067,12,0,0,7055,7067,0,0,2095,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,2
9200,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013959,1746013959,0,1746013959,79,1,0,0,78,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,2
6568,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013959,1746014029,69,1746013959,73,1,1,0,71,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
5608,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013959,1746014000,41,1746013959,72,1,1,0,70,71,0,0,0,0,0,0,0,0,3,1,985,4294931851,0,0,0,0,0,0,9,250,0,0,2
8632,\Device\HarddiskVolume4\Users\fwisk\AppData\Local\Programs\Python\Python313\Scripts\pip.exe,0,221,0,1,1746013966,1746013990,24,1746013966,48,0,0,0,48,48,0,0,0,0,0,0,0,0,0,1,505,4294943345,0,0,0,0,0,0,9,0,0,0,2
1792,\Device\HarddiskVolume4\Users\fwisk\AppData\Local\Programs\Python\Python313\python.exe,4,290,0,1,1746013966,1746013990,23,1746013966,5849,149,0,0,5700,5842,0,0,1635,0,0,163,0,0,9,1,3334,4294947542,87000,0,0,0,0,2,10,0,0,0,2
5272,\Device\HarddiskVolume4\Windows\System32\dllhost.exe,0,281,0,1,1746013972,1746013979,6,1746013972,434,0,0,0,434,434,0,0,297,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,2
8708,\Device\HarddiskVolume4\Windows\System32\dllhost.exe,0,281,0,1,1746013977,1746013984,7,1746013977,1143,2,1,0,1140,1143,0,0,610,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,258,0,0,2
2472,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013983,1746013984,0,1746013983,79,1,0,0,78,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,2
8824,\Device\HarddiskVolume4\Windows\System32\svchost.exe,113,281,0,1,1746013983,1746014101,117,1746013983,3369,61,1,0,3307,3348,0,0,1133,0,0,2,34,0,17,2,6296,1073713626,1752,0,0,0,0,1,13,347,0,0,2
7648,\Device\HarddiskVolume4\Windows\System32\SearchFilterHost.exe,178,319,0,1,1746013984,1746014162,178,1746013984,949,1,0,0,948,948,0,0,535,0,0,0,0,0,7,0,0,0,303,0,0,0,0,0,9,0,0,0,2
5268,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013984,1746013984,0,1746013984,78,1,1,0,76,77,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
7380,\Device\HarddiskVolume4\Windows\System32\SearchFilterHost.exe,0,319,0,1,1746013984,1746013985,0,1746013984,315,0,0,0,315,315,0,0,177,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,2
9656,\Device\HarddiskVolume4\Windows\System32\dllhost.exe,0,281,0,1,1746013985,1746013993,7,1746013985,434,0,0,0,434,434,0,0,297,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,2
8500,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013994,1746013995,0,1746013994,275,5,1,0,269,270,0,0,83,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,9,250,0,0,2
5300,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013994,1746013995,0,1746013994,275,5,1,0,269,270,0,0,83,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,9,250,0,0,2
2128,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746013995,1746013995,0,1746013995,93,5,1,0,87,88,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
4488,\Device\HarddiskVolume4\Windows\System32\svchost.exe,0,281,0,1,1746014031,1746014031,0,1746014031,246,45,16,0,185,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,125,0,0,2
3272,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746014043,1746014043,0,1746014043,72,1,1,0,70,71,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
11872,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746014052,1746014052,0,1746014052,72,1,1,0,70,71,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
4448,\Device\HarddiskVolume4\Users\fwisk\Downloads\FolderSizeExplorer-04-MAR-2018-V200\setup.exe,1,266,0,1,1746014053,1746014093,40,1746014053,2740,1,12,0,2727,2740,0,0,891,0,0,0,5,0,8,1,78,4294928433,162000,0,0,0,0,0,12,273,0,0,2
5624,\Device\HarddiskVolume4\Windows\SysWOW64\msiexec.exe,38,254,0,1,1746014054,1746014093,38,1746014054,6034,363,3,0,5668,5876,0,0,1104,0,0,80,5,0,9,1,789,4294954038,9473,0,0,0,0,6,11,217,0,0,2
6792,\Device\HarddiskVolume4\Windows\SysWOW64\msiexec.exe,0,254,0,1,1746014058,1746014093,35,1746014058,348,0,1,0,347,348,0,0,123,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,9,250,0,0,2
10464,\Device\HarddiskVolume4\Windows\System32\consent.exe,5,263,0,1,1746014073,1746014078,5,1746014073,4825,254,3,0,4568,4824,0,0,513,0,0,718,0,0,10,0,0,0,57600,0,0,0,0,5,13,289,0,0,2
10328,\Device\HarddiskVolume4\Windows\System32\ctfmon.exe,4,290,0,1,1746014073,1746014080,7,1746014073,4299,11,4,0,4284,4299,0,0,176,0,0,0,0,0,7,0,0,0,63000,0,0,0,0,0,11,474,0,0,2
1252,\Device\HarddiskVolume4\Windows\SysWOW64\msiexec.exe,0,254,0,1,1746014078,1746014080,2,1746014078,348,0,1,0,347,348,0,0,123,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,9,250,0,0,2
9240,\Device\HarddiskVolume4\Program Files (x86)\Folder Size Explorer\FolderSizeExplorer.exe,0,299,0,1,1746014079,1746014080,0,1746014079,2612,157,16,0,2439,2612,0,0,0,0,0,492,1,0,9,0,0,0,0,0,0,0,0,7,10,286,0,0,2
4416,\Device\HarddiskVolume4\Windows\System32\dllhost.exe,0,281,0,1,1746014079,1746014083,3,1746014079,434,0,0,0,434,434,0,0,297,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,2
5600,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,0,260,0,1,1746014090,1746014091,0,1746014090,447,5,1,0,441,442,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,13,241,0,0,2
6472,\Device\HarddiskVolume4\Windows\System32\backgroundTaskHost.exe,0,327,0,1,1746014095,1746014096,0,1746014095,1461,17,0,0,1444,1459,0,0,427,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,12,0,0,0,2
12316,\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe,0,320,0,1,1746014096,1746014130,34,1746014096,263,0,0,0,263,263,0,0,49,0,0,8,34,0,6,1,168,4294935046,0,0,0,0,0,0,9,0,0,0,2
12684,\Device\HarddiskVolume4\Program Files (x86)\Microsoft\EdgeWebView\Application\135.0.3179.98\msedgewebview2.exe,0,294,0,1,1746014101,1746014101,0,1746014101,64,1,1,0,62,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,250,0,0,2
12772,\Device\HarddiskVolume4\Windows\System32\dllhost.exe,0,281,0,1,1746014105,1746014109,4,1746014105,434,0,0,0,434,434,0,0,297,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,2
12888,\Device\HarddiskVolume4\Program Files (x86)\Folder Size Explorer\FolderSizeExplorer.exe,4,299,0,1,1746014117,1746014124,6,1746014117,23698,349,60,0,23289,23684,0,0,7277,0,0,530,1,0,20,0,0,0,354000,0,0,0,0,1,13,253,0,0,2
